submission_id,brew
0Ej0WA,Pour over
9dJYlQ,Other
BGbJzQ,Espresso
BGbJzQ,Pod/capsule machine (e.g. Keurig/Nespresso)
OABqpR,French press
WApbYk,Other
eBxG20,Espresso
eBxG20,Pour over
eBxG20,French press
eBxG20,Cold brew
24x9NA,Pour over
24x9NA,Instant coffee
24x9NA,Cold brew
NAB2qB,Espresso
RzBqoJ,Espresso
RzBqoJ,Cold brew
RzBqoJ,Pour over
LdMxB2,Espresso
LdMxB2,Cold brew
5dqajd,Other
VZ1W0E,Pod/capsule machine (e.g. Keurig/Nespresso)
VZ1W0E,Cold brew
VZ1W0E,French press
VZ1W0E,Pour over
VZ1W0E,Coffee brewing machine (e.g. Mr. Coffee)
NABN5G,Pod/capsule machine (e.g. Keurig/Nespresso)
NABN5G,Other
6dQY8o,Pour over
6dQY8o,Espresso
WAp6va,Espresso
WAp6va,Bean-to-cup machine
WAp6va,Pour over
EPbVGA,Coffee brewing machine (e.g. Mr. Coffee)
EPbVGA,Cold brew
DVvOop,Espresso
KMBrLz,Pour over
KMBrLz,French press
KMBrLz,Espresso
KMBrLz,Cold brew
jB9r21,Pour over
jB9r21,Espresso
jB9r21,Coffee brewing machine (e.g. Mr. Coffee)
jB9r21,Cold brew
oAV8yX,Espresso
aBrp0W,Coffee brewing machine (e.g. Mr. Coffee)
aBrp0W,Cold brew
g5NPxK,Espresso
g5NPxK,Pour over
bl41kE,Pour over
bl41kE,French press
bl41kE,Espresso
bl41kE,Coffee brewing machine (e.g. Mr. Coffee)
GrBO1z,Pour over
GrBO1z,French press
xdN8Q9,Pour over
xdN8Q9,French press
xdN8Q9,Espresso
xdN8Q9,Coffee brewing machine (e.g. Mr. Coffee)
xdN8Q9,Cold brew
vNx8Xv,French press
dY2JPN,Pour over
MAdjLE,Espresso
MAdjLE,Pour over
6dQ6xo,Espresso
6dQ6xo,Pour over
7d97lZ,Coffee extract (e.g. Cometeer)
0EjqPQ,Pour over
9dJYbp,Pour over
9dJYbp,Espresso
9dJYbp,Coffee brewing machine (e.g. Mr. Coffee)
xdNbJ9,Espresso
EPbVLl,Pod/capsule machine (e.g. Keurig/Nespresso)
pLPNQJ,Pour over
AlbMLW,Pour over
AlbMLW,Other
EPboPq,Pour over
EPboPq,Cold brew
ylq8yW,Espresso
ylq8yW,Coffee brewing machine (e.g. Mr. Coffee)
J2kEDz,Espresso
J2kEDz,Pour over
J2kEDz,Coffee brewing machine (e.g. Mr. Coffee)
24x9Lg,Pour over
0EjYb6,Pour over
0EjYb6,Espresso
ZdRb6a,Espresso
ZdRb6a,Pour over
WApbdP,Other
24xY69,French press
24xY69,Cold brew
RzBqWd,Pour over
RzBqLv,Pour over
RzBqLv,French press
RzBqLv,Espresso
RzBqLv,Coffee brewing machine (e.g. Mr. Coffee)
oAV8d5,French press
oAV8OM,Pour over
oAV8OM,Espresso
oAV8OM,Cold brew
KMB4kk,Cold brew
KMB4kk,Coffee extract (e.g. Cometeer)
KMB4kk,Pod/capsule machine (e.g. Keurig/Nespresso)
KMB4kk,Other
42N0Kd,French press
42N0Kd,Pod/capsule machine (e.g. Keurig/Nespresso)
0Ej0VZ,French press
0Ej0VZ,Cold brew
rlrQQo,Instant coffee
vNx84X,Espresso
OABxLk,Pour over
OABxLk,Espresso
MAd2V0,Coffee brewing machine (e.g. Mr. Coffee)
8dpbGk,Pour over
8dpbGk,Espresso
8dpbGk,French press
zKQ8ja,Espresso
YZzBLJ,Cold brew
QABNdl,Pour over
QABNdl,French press
QABNdl,Espresso
8dpbko,Espresso
XeB6Ee,Bean-to-cup machine
KMBroK,Pour over
24x9rg,Pour over
24x9rg,Pod/capsule machine (e.g. Keurig/Nespresso)
dY2JjD,Pour over
dY2JjD,Espresso
LdMjyz,Pour over
LdMjyz,Coffee extract (e.g. Cometeer)
9dJYM1,Espresso
9dJYM1,French press
9dJYM1,Pour over
kYR4rj,Espresso
kYR4rj,Pour over
kYR4rj,French press
pLPN7q,Pour over
pLPN7q,Espresso
pLPN7q,French press
pLPN7q,Cold brew
pLPN7q,Other
6dQ0eO,Espresso
6dQ0eO,Cold brew
42NlLd,Coffee brewing machine (e.g. Mr. Coffee)
LdMxaj,Pour over
LdMxaj,Other
BGbJZ4,Bean-to-cup machine
BGbJZ4,Pour over
J2kER7,French press
J2kER7,Coffee brewing machine (e.g. Mr. Coffee)
J2kER7,Other
J2kELz,Pour over
J2kELz,French press
J2kELz,Coffee brewing machine (e.g. Mr. Coffee)
J2kELz,Instant coffee
J2kELz,Cold brew
oAVNeM,Coffee brewing machine (e.g. Mr. Coffee)
oAVZ95,Pour over
oAVZ95,Espresso
oAVZ95,Cold brew
eBxGvE,Pour over
eBxGvE,Espresso
eBxGvE,French press
eBxGvE,Other
g5NPYO,Espresso
g5NPYO,Pod/capsule machine (e.g. Keurig/Nespresso)
g5NPYO,Cold brew
g5NPYO,Pour over
xdNbxo,Coffee brewing machine (e.g. Mr. Coffee)
zKQ8ZZ,Pour over
zKQ8ZZ,Espresso
zKQ8ZZ,Coffee brewing machine (e.g. Mr. Coffee)
zKQ8ZZ,French press
rlrQxl,Pour over
rlrQxl,French press
VZ1W8N,Espresso
VZ1W8N,Coffee brewing machine (e.g. Mr. Coffee)
VZ1W8N,French press
VZ1W8N,Pour over
WAp6PN,Pour over
WAp6PN,Coffee brewing machine (e.g. Mr. Coffee)
WAp6PN,Espresso
DVvo9l,French press
DVvo9l,Espresso
DVvo9l,Cold brew
ylqAdB,Pour over
ylqAdB,Pod/capsule machine (e.g. Keurig/Nespresso)
rlrQP2,Pour over
EPbo0L,Pour over
EPbo0L,Cold brew
EPbo0L,Other
ylqAY6,French press
AlbR7B,Pour over
AlbR7B,Coffee brewing machine (e.g. Mr. Coffee)
EPbVxA,Espresso
EPbVxA,Cold brew
BGboo4,Pour over
BGboo4,Espresso
BGboo4,Cold brew
oAV8o5,Pour over
oAV8o5,Espresso
oAV8o5,Bean-to-cup machine
0EjzA9,French press
0EjzA9,Pour over
0EjzA9,Espresso
vNx6YX,French press
WApaAQ,Pour over
WApaAQ,French press
WApaAQ,Espresso
WApaAQ,Other
J2krZX,Pour over
J2krZX,Coffee brewing machine (e.g. Mr. Coffee)
oAVN6V,Pour over
VZ1WVN,Pour over
42Nlko,Pour over
42Nlko,Espresso
RzBq4P,Espresso
RzBq4P,Coffee brewing machine (e.g. Mr. Coffee)
RzBq4P,Other
1r2QM4,Pour over
1r2QM4,Espresso
1r2QM4,Cold brew
jB98M9,Pour over
1r205O,Pour over
5dq0yE,Espresso
5dq0yE,Other
YZzb4N,Coffee brewing machine (e.g. Mr. Coffee)
QABq7Y,Pour over
QABq7Y,Espresso
QABq7Y,Cold brew
PABQDd,Pour over
9dJY7E,Other
24xYgM,Pour over
KMB25K,Pour over
RzBqzP,Pour over
GrBEvo,Pour over
GrBEvo,Espresso
rlrQrv,Pour over
LdMxpz,Other
ZdRblA,Espresso
ZdRblA,Cold brew
bl4My7,Pour over
XeB72d,Pour over
XeB72d,Espresso
zKQBXq,Pour over
zKQBXq,Espresso
zKQBXq,Instant coffee
rlr9Yv,Coffee brewing machine (e.g. Mr. Coffee)
rlr9Yv,Pod/capsule machine (e.g. Keurig/Nespresso)
dY2GNy,Pour over
dY2GNy,French press
dY2GNy,Instant coffee
dY2GNy,Other
zKQA18,Other
zKQA18,Bean-to-cup machine
zKQA18,Cold brew
ZdRAAV,Pour over
ZdRAAV,Espresso
ZdRAAV,Pod/capsule machine (e.g. Keurig/Nespresso)
ZdRAAV,Instant coffee
ZdRAAV,Coffee extract (e.g. Cometeer)
ZdRAAV,Other
VZ17Ev,Pour over
NAB2Ab,Pour over
NAB2Ab,Espresso
NAB2Ab,Instant coffee
rlr9yM,Pour over
rlr9yM,Espresso
rlr9yM,Cold brew
5dqYbv,Pour over
5dqYbv,Espresso
AlbRKW,Pour over
AlbRKW,Espresso
ylqb6X,Pour over
ylqb6X,Espresso
ylqb6X,Cold brew
dY2o6d,Coffee brewing machine (e.g. Mr. Coffee)
dY2oKz,Pour over
dY2oKz,Espresso
oAVN61,French press
oAVN61,Espresso
rlr9yv,Pour over
rlr9yv,French press
rlr9yv,Coffee brewing machine (e.g. Mr. Coffee)
kYR4Nr,Pour over
kYR4Nr,French press
kYR4Nr,Espresso
kYR4Nr,Coffee brewing machine (e.g. Mr. Coffee)
kYR4Nr,Cold brew
zKQ4kq,Pour over
zKQ4kq,Coffee brewing machine (e.g. Mr. Coffee)
zKQ4kq,Cold brew
zKQ4kq,French press
RzBeoP,Pour over
24xYJL,Other
ZdRAWA,Espresso
rlr9OL,French press
rlr9OL,Espresso
rlr9OL,Cold brew
PABQdQ,Espresso
PABQdQ,Coffee brewing machine (e.g. Mr. Coffee)
PABQdQ,Other
1r20NQ,Pour over
1r20NQ,Espresso
1r20NQ,Other
qbEqj2,French press
qbEqj2,Other
g5NV9P,Espresso
g5NV9P,Coffee brewing machine (e.g. Mr. Coffee)
g5NV9P,Pour over
42NY8Y,Pour over
42NY8Y,Other
GrBVJp,French press
7d90RL,Pour over
7d90RL,Other
vNxaEA,Pour over
vNxaEA,Coffee brewing machine (e.g. Mr. Coffee)
0EjY5P,Pour over
eBxO5q,French press
blx47Z,Pour over
blx47Z,Coffee extract (e.g. Cometeer)
blx47Z,Cold brew
1r2Yx4,Pour over
1r2Yx4,Coffee brewing machine (e.g. Mr. Coffee)
1r20WM,Espresso
1r20WM,Pour over
1r20WM,Other
J2krad,Pour over
J2krad,Espresso
J2krad,French press
J2krad,Cold brew
DVvo05,Pour over
VZ1aJj,Espresso
42N0ab,Pour over
aBrJxZ,French press
9dJ0qG,Pour over
PABN1x,Pour over
PABN1x,Espresso
PABN1x,Coffee brewing machine (e.g. Mr. Coffee)
8dpDDk,Pour over
qA2y0O,Pour over
qA2y0O,Espresso
qA2y0O,Instant coffee
V0ELg6,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQ8Qg,Pour over
zKQ8Qg,Espresso
VZ1WYN,Pour over
jB98W1,Pour over
jB98W1,Espresso
rlr82o,Pour over
rlr82o,Cold brew
vNx8El,Pour over
vNx8El,Espresso
jB98WY,Pour over
jB98WY,Espresso
LdM4Op,Pour over
LdM4Op,Espresso
bl41zZ,Pour over
xdN8yk,Pour over
xdN8yk,Espresso
rlr8LX,Pod/capsule machine (e.g. Keurig/Nespresso)
rlr8LX,Cold brew
jB98ga,Pod/capsule machine (e.g. Keurig/Nespresso)
pLPY01,Coffee brewing machine (e.g. Mr. Coffee)
GrBODO,Bean-to-cup machine
7d97a0,Pour over
WApale,Bean-to-cup machine
0EjqlN,Coffee brewing machine (e.g. Mr. Coffee)
oAV8dN,Pour over
0Ejqaj,Pour over
5dqaeZ,Pour over
5dqaeZ,Espresso
g5N8v4,Espresso
g5N8v4,Coffee brewing machine (e.g. Mr. Coffee)
oAV8lb,Pour over
oAV8lb,French press
oAV8lb,Cold brew
AlbMyz,Coffee brewing machine (e.g. Mr. Coffee)
jB9871,Pour over
9dJA2E,Coffee brewing machine (e.g. Mr. Coffee)
PABZBx,Pour over
PABZBx,French press
DVvRWR,Espresso
DVvRWR,Pour over
dY2JDV,Pour over
dY2JDV,Coffee brewing machine (e.g. Mr. Coffee)
dY2JDV,Pod/capsule machine (e.g. Keurig/Nespresso)
dY2JDV,Instant coffee
bl41Y1,Pour over
bl41Y1,Coffee brewing machine (e.g. Mr. Coffee)
bl41Y1,Pod/capsule machine (e.g. Keurig/Nespresso)
rlr8vR,Espresso
rlr8vR,Pour over
rlr8vR,Cold brew
xdN89d,Pour over
xdN89d,Pod/capsule machine (e.g. Keurig/Nespresso)
xdN89d,French press
kYR8Jo,Pour over
kYR8Jo,Espresso
YZz7xW,Coffee extract (e.g. Cometeer)
YZz7xW,Pour over
YZz7xW,French press
RzBq29,Pour over
24x9DD,Pour over
24x9DD,French press
24x9DD,Espresso
24x9DD,Coffee brewing machine (e.g. Mr. Coffee)
24x9DD,Coffee extract (e.g. Cometeer)
24x9DD,Cold brew
rlr8k2,Pour over
rlr8k2,Espresso
7d97ER,Other
GrBOBO,Espresso
GrBOBO,Coffee brewing machine (e.g. Mr. Coffee)
42NlPr,Pour over
42NlPr,French press
42NlPr,Cold brew
42NlPr,Other
XeB6OP,Espresso
VZ1W4y,Espresso
VZ1W4y,Pour over
kYR8ve,Pour over
YZz7oN,Pour over
YZz7oN,Espresso
OABxYM,Pour over
OABxYM,French press
OABxYM,Pod/capsule machine (e.g. Keurig/Nespresso)
eBxgYk,Espresso
RzBqj9,Pour over
RzBqj9,Cold brew
RzBqj9,Coffee brewing machine (e.g. Mr. Coffee)
1r2QGg,Pour over
1r2QGg,Espresso
1r2QGg,French press
pLPYZJ,Pour over
MAdj6k,Pour over
MAdj6k,Espresso
OABxER,Pour over
BGbJ0K,Pour over
BGbJ0K,Espresso
qbE8jO,Pour over
GrBODQ,Pour over
GrBODQ,French press
GrBODQ,Coffee brewing machine (e.g. Mr. Coffee)
vNx8KD,Pour over
vNx8KD,Cold brew
vNx8KD,Other
oAV8VN,Pour over
oAV8VN,Cold brew
oAV8VN,Coffee brewing machine (e.g. Mr. Coffee)
oAV8VN,Espresso
VZ1Wxg,Pour over
24x9Oe,Pour over
24x9Oe,Espresso
24x9Oe,Cold brew
KMBrO8,Pour over
KMBrO8,Espresso
KMBrO8,Coffee brewing machine (e.g. Mr. Coffee)
WApa1v,Pour over
WApa1v,Other
bl41gL,Pod/capsule machine (e.g. Keurig/Nespresso)
ylq8e8,Pour over
24x9ZL,Coffee extract (e.g. Cometeer)
24x9ZL,Espresso
MAdjGM,Pour over
24x9Zj,Other
rlr8kR,Coffee brewing machine (e.g. Mr. Coffee)
rlr8kR,Cold brew
g5N8pl,Pour over
ylq87g,Pour over
GrBO7Z,Espresso
GrBO7Z,Pour over
GrBO7Z,Coffee brewing machine (e.g. Mr. Coffee)
NAB2Rj,Espresso
NAB2Rj,Pour over
NAB2Rj,Cold brew
RzBqkj,Pour over
RzBqkj,French press
RzBqkj,Espresso
RzBqkj,Coffee brewing machine (e.g. Mr. Coffee)
xdN86r,Pour over
EPboa4,Pour over
42NlN5,French press
42NlN5,Other
AlbM50,French press
QABNap,Coffee extract (e.g. Cometeer)
dY2Jkd,Cold brew
RzBqr9,Pour over
RzBqr9,Espresso
RzBqr9,Cold brew
PABZGB,Coffee brewing machine (e.g. Mr. Coffee)
PABZGB,Pour over
RzBqjj,Pour over
RzBqjj,French press
RzBqjj,Pod/capsule machine (e.g. Keurig/Nespresso)
LdM4ov,Pour over
LdM4ov,Espresso
LdM4ov,Other
GrBO5k,Pour over
GrBO5k,Other
ZdRbWo,Coffee brewing machine (e.g. Mr. Coffee)
AlbMQD,Pour over
AlbMQD,Cold brew
42NlqX,Espresso
24x9D9,Coffee brewing machine (e.g. Mr. Coffee)
oAV81V,Pour over
QABNE7,Coffee extract (e.g. Cometeer)
6dQ6QN,Other
KMBrkV,Espresso
g5N8NJ,Pour over
g5N8NJ,Espresso
g5N8NJ,Coffee brewing machine (e.g. Mr. Coffee)
g5N8NJ,Cold brew
OABxVR,Espresso
OABxVR,Pour over
aBrpPq,Espresso
bl41vZ,Coffee brewing machine (e.g. Mr. Coffee)
oAV8kO,Pod/capsule machine (e.g. Keurig/Nespresso)
qbE8NG,Espresso
qbE8NG,Pour over
eBxgoe,Pour over
eBxgoe,Cold brew
aBrpkB,Other
vNx8g0,Espresso
NAB2Ol,Coffee brewing machine (e.g. Mr. Coffee)
GrBObk,Pour over
kYR8x1,Espresso
g5N8z4,Pour over
g5N8z4,Cold brew
lNl8zv,Pour over
lNl8zv,Espresso
lNl8zv,Cold brew
jB98z4,French press
RzBqVj,Pour over
RzBqVj,Espresso
BGbJ6Q,Pour over
5dqagd,Coffee extract (e.g. Cometeer)
5dqagd,Espresso
QABN8Y,Pour over
QABN8Y,French press
QABN8Y,Coffee brewing machine (e.g. Mr. Coffee)
24x9o9,Espresso
BGbJ9Q,Coffee brewing machine (e.g. Mr. Coffee)
PABZrV,Pour over
lNl84k,Pour over
rlr8YR,Pour over
rlr8YR,Espresso
rlr8YR,Other
zKQ8L0,Pour over
zKQ8L0,Espresso
NAB2El,Pour over
NAB2El,Espresso
NAB2El,Cold brew
9dJAMV,Pour over
9dJAMV,Espresso
YZz79J,Pour over
YZz79J,Cold brew
5dqaod,Pod/capsule machine (e.g. Keurig/Nespresso)
GrBOgp,Coffee extract (e.g. Cometeer)
GrBOgp,Cold brew
dY2Jgo,Pour over
dY2Jgo,Coffee brewing machine (e.g. Mr. Coffee)
AlbMAe,Pour over
XeB6d4,Pour over
XeB6d4,Espresso
QABNX8,Espresso
1r2QBp,Pour over
1r2QBp,Espresso
1r2QBp,Other
VZ1WY6,Pour over
VZ1WY6,French press
VZ1WY6,Instant coffee
VZ1WY6,Cold brew
LdM4Vv,Coffee brewing machine (e.g. Mr. Coffee)
6dQ6MJ,Pour over
6dQ6MJ,Coffee extract (e.g. Cometeer)
oAV8vx,Pour over
oAV8vx,Other
oAV8vx,French press
oAV8gP,Pod/capsule machine (e.g. Keurig/Nespresso)
EPboJ2,Pour over
EPboJ2,Espresso
MAdjVA,Other
EPboEX,Pour over
EPboEX,Other
6dQ64k,Pour over
6dQ64k,French press
NAB240,Pour over
pLPYzB,Pour over
pLPYzB,French press
pLPYzB,Pod/capsule machine (e.g. Keurig/Nespresso)
pLPYzB,Cold brew
OABxEg,Pour over
NAB2gB,Pour over
vNx8vQ,Pour over
LdM4yj,Espresso
LdM4yj,French press
LdM4yj,Coffee brewing machine (e.g. Mr. Coffee)
LdM4yj,Pour over
qbE8k9,Pour over
qbE8v9,Espresso
dY2J8d,Espresso
rlr8gN,Coffee brewing machine (e.g. Mr. Coffee)
XeB6Ng,Espresso
XeB6Ng,French press
OABx97,Pod/capsule machine (e.g. Keurig/Nespresso)
OABx97,Pour over
42NlEX,Pour over
42NlEX,French press
ZdRbDB,Espresso
ZdRbDB,Pour over
6dQ6Vk,Pour over
6dQ6Vk,Other
8dpbVx,Espresso
8dpbVx,Pour over
8dpbVx,Coffee brewing machine (e.g. Mr. Coffee)
8dpbVx,Cold brew
6dQ65P,Coffee brewing machine (e.g. Mr. Coffee)
1r2Q6l,Pour over
7d97MR,Coffee brewing machine (e.g. Mr. Coffee)
ylq8GB,Espresso
ylq8GB,French press
kYR8p1,Espresso
8dpbgx,Pour over
8dpbgx,Espresso
VZ1Wqg,Pour over
WApaBa,Pour over
WApaBa,Coffee extract (e.g. Cometeer)
dY2J1q,Pour over
dY2J1q,French press
dY2J1q,Coffee brewing machine (e.g. Mr. Coffee)
vNx8W0,Pour over
QABNWp,Espresso
ZdRbQo,French press
ZdRbQo,Other
oAV81e,Espresso
oAV81e,Pour over
oAV81e,Cold brew
PABZYx,Pour over
PABZYx,Cold brew
PABZYx,Coffee extract (e.g. Cometeer)
PABZWb,Pod/capsule machine (e.g. Keurig/Nespresso)
XeB6v4,Instant coffee
XeB6v4,Coffee brewing machine (e.g. Mr. Coffee)
XeB6v4,Pour over
XeB6v4,Cold brew
9dJAxQ,Other
DVvRE5,Coffee brewing machine (e.g. Mr. Coffee)
DVvRE5,Instant coffee
DVvRE5,Cold brew
DVvRE5,Pour over
lNl87X,French press
lNl87X,Pod/capsule machine (e.g. Keurig/Nespresso)
lNl87X,Pour over
eBxgye,Coffee brewing machine (e.g. Mr. Coffee)
aBrpgq,Bean-to-cup machine
OABxrR,Pour over
WApajv,Espresso
WApajv,Pour over
1r2QxQ,Pour over
1r2QxQ,French press
1r2QxQ,Other
AlbM9z,Espresso
AlbM9z,Pour over
8dpbWO,Pour over
8dpbWO,Espresso
7d97zA,Pour over
24x9zV,Espresso
VZ1W9j,Pour over
rlr8YN,Pour over
rlr8YN,French press
xdN80d,Pour over
xdN80d,French press
xdN80d,Espresso
xdN80d,Cold brew
1r2QgW,Espresso
EPbo64,Coffee extract (e.g. Cometeer)
EPbo64,Pod/capsule machine (e.g. Keurig/Nespresso)
EPbo64,Bean-to-cup machine
qbE877,Pour over
qbE877,French press
qbE877,Espresso
qbE877,Other
KMBrGV,Espresso
KMBrGV,Coffee extract (e.g. Cometeer)
6dQ6WY,Pour over
EPboA4,Espresso
PABZy5,Other
EPbo6r,Bean-to-cup machine
6dQ6zB,Espresso
LdM4Ey,Pour over
LdM4Ey,Coffee brewing machine (e.g. Mr. Coffee)
ylq8gg,Pour over
ylq8gg,Coffee brewing machine (e.g. Mr. Coffee)
ylq8gg,Bean-to-cup machine
42NlOY,Pour over
42NlOY,French press
42NlOY,Espresso
MAdjPM,Pour over
MAdjPM,Espresso
8dpb5O,Other
8dpb5O,Espresso
1r2QRl,Pour over
1r2QRl,Espresso
1r2QRl,Cold brew
jB985Q,Espresso
J2kEBo,Instant coffee
eBxgvk,Pour over
eBxgvk,Coffee brewing machine (e.g. Mr. Coffee)
dY2JzK,Pour over
PABZe5,Espresso
PABZe5,Coffee brewing machine (e.g. Mr. Coffee)
J2kEGo,Coffee brewing machine (e.g. Mr. Coffee)
J2kEGo,Cold brew
J2kEGo,French press
J2kEGo,Other
ylq8zx,Espresso
ylq8zx,Pod/capsule machine (e.g. Keurig/Nespresso)
ylq8zx,Instant coffee
ylq8zx,Cold brew
xdN8z5,Pour over
NAB2dj,Pour over
NAB2dj,French press
NAB2dj,Espresso
ylq81x,Pour over
vNx8zD,Pour over
vNx8zD,French press
vNx8zD,Coffee brewing machine (e.g. Mr. Coffee)
vNx8zD,Instant coffee
vNx8zD,Coffee extract (e.g. Cometeer)
vNx8zD,Cold brew
vNx8zD,Other
oAV8zP,Pour over
oAV8zP,French press
oAV8zP,Coffee brewing machine (e.g. Mr. Coffee)
QABNkG,Pour over
QABNkG,Cold brew
YZz760,Coffee brewing machine (e.g. Mr. Coffee)
YZz760,Espresso
XeB6Pd,Pod/capsule machine (e.g. Keurig/Nespresso)
AlbMRB,Pour over
AlbMRB,Espresso
jB98XR,Espresso
aBrpMy,Pour over
aBrpMy,Espresso
pLPYlP,Other
XeB6je,Coffee extract (e.g. Cometeer)
PABZq0,Coffee extract (e.g. Cometeer)
GrBOE2,Espresso
pLPYYZ,Pour over
GrBOVj,Pour over
GrBOVj,Espresso
DVvROb,Espresso
DVvROb,Pour over
DVvROb,Coffee brewing machine (e.g. Mr. Coffee)
rlr8Z5,Pour over
rlr8Z5,Coffee extract (e.g. Cometeer)
KMBr2M,Other
kYR8BJ,Coffee extract (e.g. Cometeer)
aBrpJ9,Espresso
bl41a0,Pour over
bl41a0,Coffee brewing machine (e.g. Mr. Coffee)
bl41a0,Cold brew
RzBqyp,Espresso
RzBqyp,Pour over
RzBqyp,Cold brew
1r2Q0M,Pour over
1r2Q0M,French press
1r2Q0M,Other
GrBOO2,Pour over
jB98V6,Pour over
jB98V6,Coffee brewing machine (e.g. Mr. Coffee)
QABNpg,French press
QABNpg,Pour over
DVvR6j,Espresso
DVvR6j,Pour over
DVvR6j,Coffee extract (e.g. Cometeer)
xdN8q9,Pour over
xdN8W9,Pour over
9dJAzX,Pour over
9dJAzX,Pod/capsule machine (e.g. Keurig/Nespresso)
rlr8ep,Espresso
rlr8ep,Pour over
WApa4L,Espresso
WApa4L,Cold brew
WApa4L,Pour over
lNl8pV,French press
9dJAbX,Pour over
zKQ8A1,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQ8A1,Coffee extract (e.g. Cometeer)
zKQ8A1,Espresso
zKQ8A1,Cold brew
QABNP1,Coffee extract (e.g. Cometeer)
QABNP1,Pour over
pLPYEE,Pour over
pLPYEE,Cold brew
pLPYEE,Other
GrBOMQ,Coffee brewing machine (e.g. Mr. Coffee)
GrBOMQ,Pour over
RzBqpQ,Pour over
RzBqpQ,Espresso
24x9MM,Cold brew
7d9rX0,Pour over
YZz72z,Coffee brewing machine (e.g. Mr. Coffee)
42Nl0b,Espresso
lNl8JX,Espresso
VZ1WWE,Pour over
VZ1WWE,French press
VZ1WWE,Cold brew
VZ1WWE,Other
LdM4xG,Pour over
VZ1OLj,Pour over
VZ1OLj,Espresso
VZ1OLj,Coffee extract (e.g. Cometeer)
KMBrrk,Pour over
5dqaWQ,Pour over
5dqaWQ,Other
5dqaWQ,Cold brew
NAB22W,French press
NAB22W,Espresso
eBxWZx,Pour over
eBxWZx,Espresso
OABxOM,Pour over
lNl825,Espresso
lNl825,Coffee brewing machine (e.g. Mr. Coffee)
lNl825,Pour over
EPboy2,Pour over
EPboy2,Espresso
LdM48z,Pour over
KMBKYX,Pour over
KMBKYX,French press
KMBKYX,Espresso
KMBKYX,Other
NAB21W,Pod/capsule machine (e.g. Keurig/Nespresso)
NAB21W,Espresso
42NlMo,Pour over
42NlMo,Other
BGbJv4,Pour over
rlr8No,Other
24xGEe,French press
lNlkBN,Pour over
eBxWae,Pour over
WApavR,Espresso
WApavR,Pour over
WApavR,French press
1r2o9p,Espresso
OABM7R,Pour over
aBrqOX,Pour over
aBrqOX,Espresso
aBrqOX,Coffee brewing machine (e.g. Mr. Coffee)
qbE1GG,Pour over
qbE1GG,French press
8dp4aP,Pour over
0EjR7j,Pour over
0EjR7j,French press
YZz7EN,Pour over
YZz7EN,Other
OABxRk,Pour over
OABxRk,Cold brew
AlbMgN,Pour over
AlbMgN,French press
AlbMgN,Other
lNlk6k,French press
lNlk6k,Other
OABxWM,French press
OABxWM,Espresso
xdN5Yy,Pour over
AlbMYB,Pour over
AlbMYB,French press
AlbMYB,Coffee extract (e.g. Cometeer)
VZ1WRj,Coffee brewing machine (e.g. Mr. Coffee)
VZ1WRj,Pour over
jB9Ala,Pour over
jB9Ala,French press
jB9Ala,Espresso
jB9Ala,Other
YZzl4B,Pour over
