submission_id,why_drink
bl41kE,I need the ritual
bl41kE,I need the caffeine
bl41kE,It makes me go to the bathroom
GrBO1z,It tastes good
GrBO1z,I need the caffeine
GrBO1z,I need the ritual
xdN8Q9,It tastes good
vNx8Xv,It tastes good
vNx8Xv,I need the caffeine
dY2JPN,It tastes good
dY2JPN,I need the ritual
dY2JPN,It makes me go to the bathroom
MAdjLE,It tastes good
6dQ6xo,It tastes good
7d97lZ,I need the caffeine
7d97lZ,It tastes good
0EjqPQ,It tastes good
0EjqPQ,I need the caffeine
0EjqPQ,I need the ritual
BGbJD4,I need the caffeine
BGbJD4,I need the ritual
BGbJD4,It makes me go to the bathroom
BGbJD4,It tastes good
9dJYbp,It tastes good
9dJYbp,I need the caffeine
xdNbJ9,It tastes good
EPbVLl,NULL
pLPNQJ,I need the ritual
pLPNQJ,I need the caffeine
pLPNQJ,It makes me go to the bathroom
pLPNQJ,It tastes good
AlbMLW,It tastes good
AlbMLW,I need the ritual
EPboPq,It tastes good
EPboPq,I need the caffeine
ylq8yW,It tastes good
ylq8yW,I need the caffeine
ylq8yW,I need the ritual
ylq8yW,It makes me go to the bathroom
J2kEDz,It tastes good
J2kEDz,I need the ritual
J2kEDz,It makes me go to the bathroom
24x9Lg,It tastes good
24x9Lg,I need the caffeine
0EjYb6,It tastes good
0EjYb6,I need the caffeine
0EjYb6,I need the ritual
ZdRb6a,It tastes good
ZdRb6a,I need the caffeine
ZdRb6a,I need the ritual
WApbdP,It tastes good
WApbdP,I need the ritual
WApbdP,I need the caffeine
24xY69,I need the ritual
24xY69,It tastes good
RzBqWd,I need the ritual
RzBqWd,It tastes good
RzBqLv,It tastes good
oAV8d5,It tastes good
oAV8d5,I need the caffeine
oAV8d5,I need the ritual
oAV8OM,It tastes good
oAV8OM,I need the ritual
AlbYyW,It tastes good
AlbYyW,I need the caffeine
KMB4kk,It tastes good
KMB4kk,I need the caffeine
42N0Kd,It tastes good
42N0Kd,I need the caffeine
42N0Kd,I need the ritual
0Ej0VZ,I need the caffeine
0Ej0VZ,It tastes good
rlrQQo,It tastes good
rlrQQo,I need the caffeine
rlrQQo,I need the ritual
vNx84X,It tastes good
OABxLk,It tastes good
MAd2V0,It tastes good
8dpbGk,It tastes good
8dpbGk,I need the caffeine
8dpbGk,I need the ritual
zKQ8ja,It tastes good
zKQ8ja,I need the ritual
YZzBLJ,I need the caffeine
QABNdl,It tastes good
QABNdl,I need the caffeine
8dpbko,It tastes good
8dpbko,I need the ritual
XeB6Ee,It tastes good
XeB6Ee,I need the caffeine
XeB6Ee,I need the ritual
XeB6Ee,It makes me go to the bathroom
KMBroK,It tastes good
24x9rg,I need the caffeine
24x9rg,I need the ritual
24x9rg,It tastes good
dY2JjD,I need the ritual
LdMjyz,It tastes good
9dJYM1,It tastes good
9dJYM1,I need the ritual
kYR4rj,I need the ritual
kYR4rj,It tastes good
pLPN7q,It tastes good
6dQ0eO,It tastes good
42NlLd,It tastes good
42NlLd,I need the caffeine
42NlLd,I need the ritual
42NlLd,It makes me go to the bathroom
LdMxaj,It tastes good
LdMxaj,I need the ritual
BGbJZ4,It tastes good
BGbJZ4,I need the caffeine
BGbJZ4,I need the ritual
BGbJZ4,It makes me go to the bathroom
J2kER7,It tastes good
J2kER7,I need the caffeine
J2kER7,I need the ritual
eBxgQO,Other
J2kELz,It tastes good
LdMjqJ,It tastes good
LdMjqJ,I need the caffeine
LdMjqJ,I need the ritual
oAVNeM,It tastes good
oAVNeM,I need the caffeine
oAVZ95,It tastes good
oAVZ95,I need the ritual
eBxGvE,It tastes good
eBxGvE,I need the caffeine
g5NPYO,It tastes good
g5NPYO,I need the caffeine
g5NPYO,I need the ritual
g5NPYO,It makes me go to the bathroom
xdNbxo,It tastes good
xdNbxo,I need the caffeine
zKQ8ZZ,It tastes good
zKQ8ZZ,I need the caffeine
zKQ8ZZ,I need the ritual
rlrQxl,It tastes good
rlrQxl,I need the caffeine
rlrQxl,I need the ritual
rlrQxl,It makes me go to the bathroom
VZ1W8N,It tastes good
VZ1W8N,I need the ritual
VZ1W8N,I need the caffeine
VZ1W8N,It makes me go to the bathroom
WAp6PN,It tastes good
WAp6PN,I need the caffeine
WAp6PN,I need the ritual
DVvo9l,It tastes good
DVvo9l,I need the caffeine
DVvo9l,I need the ritual
DVvo9l,It makes me go to the bathroom
ylqAdB,It tastes good
ylqAdB,I need the caffeine
rlrQP2,NULL
EPbo0L,It tastes good
EPbo0L,I need the caffeine
EPbo0L,I need the ritual
EPbo0L,It makes me go to the bathroom
EPbo0L,Other
ylqAY6,It tastes good
AlbR7B,It tastes good
EPbVxA,It tastes good
BGboo4,It tastes good
BGboo4,I need the caffeine
dY2GGD,It tastes good
dY2GGD,I need the caffeine
oAV8o5,It tastes good
oAV8o5,I need the ritual
WApa9N,It makes me go to the bathroom
BGbJE5,I need the caffeine
0EjzA9,It tastes good
0EjzA9,I need the caffeine
0EjzA9,I need the ritual
vNx6YX,It tastes good
vNx6YX,I need the caffeine
WApaAQ,It tastes good
WApaAQ,I need the ritual
J2krZX,It tastes good
J2krZX,I need the caffeine
oAVN6V,It tastes good
oAVN6V,I need the caffeine
VZ1WVN,It tastes good
VZ1WVN,I need the caffeine
42Nlko,It tastes good
42Nlko,I need the caffeine
42Nlko,I need the ritual
RzBq4P,It tastes good
1r2QM4,It tastes good
LdM4d2,It tastes good
LdM4d2,I need the caffeine
42N0dB,I need the caffeine
42N0dB,It tastes good
jB98M9,It tastes good
1r205O,It tastes good
1r205O,I need the ritual
5dq0yE,It tastes good
5dq0yE,I need the ritual
YZzb4N,It tastes good
QABq7Y,I need the ritual
QABq7Y,It tastes good
PABQDd,It tastes good
PABQDd,I need the ritual
9dJY7E,It tastes good
9dJY7E,I need the caffeine
9dJY7E,I need the ritual
24xYgM,It tastes good
24xYgM,I need the ritual
24xYgM,I need the caffeine
KMB25K,It tastes good
RzBqzP,NULL
GrBEvo,It tastes good
GrBEvo,I need the ritual
rlrQrv,It tastes good
rlrQrv,I need the caffeine
LdMxpz,It tastes good
LdMxpz,I need the caffeine
LdMxpz,I need the ritual
ZdRblA,I need the ritual
ZdRblA,It tastes good
bl4My7,It tastes good
bl4My7,I need the ritual
bl4My7,It makes me go to the bathroom
bl4My7,I need the caffeine
XeB72d,It tastes good
XeB72d,I need the caffeine
zKQBXq,It tastes good
zKQBXq,I need the ritual
zKQBXq,I need the caffeine
rlr9Yv,It tastes good
rlr9Yv,I need the caffeine
dY2GNy,It tastes good
dY2GNy,I need the caffeine
dY2GNy,I need the ritual
dY2GNy,It makes me go to the bathroom
zKQA18,I need the caffeine
zKQA18,It tastes good
zKQA18,I need the ritual
ZdRAAV,It tastes good
ZdRAAV,I need the ritual
VZ17Ev,I need the caffeine
VZ17Ev,I need the ritual
VZ17Ev,It tastes good
NAB2Ab,It tastes good
NAB2Ab,I need the ritual
rlr9yM,It tastes good
rlr9yM,I need the ritual
rlr9yM,I need the caffeine
5dqYbv,It tastes good
5dqYbv,I need the caffeine
AlbRKW,It tastes good
AlbRKW,I need the caffeine
AlbRKW,I need the ritual
ylqb6X,It tastes good
dY2o6d,NULL
dY2oKz,It tastes good
oAVN61,It tastes good
oAVN61,I need the caffeine
oAVN61,I need the ritual
rlr9yv,It tastes good
rlr9yv,I need the ritual
kYR4Nr,It tastes good
kYR4Nr,I need the caffeine
kYR4Nr,I need the ritual
kYR4Nr,It makes me go to the bathroom
zKQ4kq,It tastes good
zKQ4kq,I need the caffeine
RzBeoP,It tastes good
24xYJL,I need the ritual
24xYJL,It tastes good
ZdRAWA,It tastes good
ZdRAWA,I need the caffeine
ZdRAWA,I need the ritual
rlr9OL,It tastes good
rlr9OL,I need the ritual
PABQdQ,It tastes good
PABQdQ,I need the caffeine
1r20NQ,It tastes good
1r20NQ,I need the ritual
qbEqj2,It tastes good
qbEqj2,I need the caffeine
qbEqj2,I need the ritual
g5NV9P,It tastes good
g5NV9P,I need the caffeine
42NY8Y,It tastes good
42NY8Y,I need the caffeine
GrBVJp,It tastes good
GrBVJp,I need the caffeine
GrBVJp,I need the ritual
7d90RL,It tastes good
lNl8WV,It tastes good
lNl8WV,I need the caffeine
vNxaEA,It tastes good
vNxaEA,I need the caffeine
0EjY5P,It tastes good
0EjY5P,I need the ritual
eBxO5q,It tastes good
blx47Z,NULL
lNlXyB,I need the ritual
lNlXyB,I need the caffeine
lNlXyB,It tastes good
lNlXyB,Other
1r2Yx4,It tastes good
1r2Yx4,I need the caffeine
1r2Yx4,I need the ritual
1r20WM,It tastes good
1r20WM,I need the ritual
1r20WM,I need the caffeine
J2krad,It tastes good
J2krad,I need the caffeine
J2krad,I need the ritual
J2krad,It makes me go to the bathroom
DVvo05,It tastes good
DVvo05,I need the ritual
VZ1aJj,It tastes good
VZ1aJj,I need the ritual
VZ1aJj,I need the caffeine
42N0ab,NULL
aBrJxZ,It tastes good
aBrJxZ,I need the ritual
9dJ0qG,It tastes good
9dJ0qG,I need the caffeine
9dJ0qG,I need the ritual
PABN1x,It tastes good
PABN1x,I need the ritual
8dpDDk,It tastes good
8dpDDk,I need the caffeine
8dpDDk,I need the ritual
qA2y0O,NULL
V0ELg6,NULL
zKQ8Qg,NULL
VZ1WYN,It tastes good
VZ1WYN,I need the ritual
VZ1WYN,I need the caffeine
jB98W1,NULL
24x9Rj,NULL
rlr82o,NULL
QABNj7,NULL
vNx8El,NULL
jB98WY,It tastes good
jB98WY,I need the ritual
LdM4Op,NULL
qbE8gG,NULL
bl41zZ,NULL
xdN8yk,It tastes good
xdN8yk,I need the caffeine
xdN8yk,I need the ritual
rlr8LX,It tastes good
jB98ga,NULL
pLPY01,NULL
GrBODO,It tastes good
7d97a0,It tastes good
7d97a0,I need the ritual
WApale,It tastes good
WApale,I need the caffeine
0EjqlN,NULL
oAV8dN,It tastes good
0Ejqaj,NULL
5dqaeZ,It tastes good
5dqaeZ,I need the caffeine
g5N8v4,I need the ritual
g5N8v4,It tastes good
oAV8lb,It tastes good
AlbMyz,NULL
jB9871,I need the caffeine
jB9871,It tastes good
9dJA2E,I need the caffeine
9dJA2E,It tastes good
PABZBx,It tastes good
PABZBx,I need the ritual
PABZBx,It makes me go to the bathroom
DVvRWR,It tastes good
DVvRWR,I need the ritual
dY2JDV,It tastes good
dY2JDV,I need the caffeine
bl41Y1,I need the ritual
bl41Y1,It tastes good
rlr8vR,It tastes good
rlr8vR,I need the caffeine
xdN89d,It tastes good
xdN89d,I need the caffeine
xdN89d,I need the ritual
kYR8Jo,It tastes good
kYR8Jo,I need the caffeine
kYR8Jo,I need the ritual
YZz7xW,I need the ritual
YZz7xW,It tastes good
YZz7xW,It makes me go to the bathroom
RzBq29,NULL
24x9DD,NULL
rlr8k2,It tastes good
7d97ER,It tastes good
7d97ER,I need the ritual
GrBOBO,It tastes good
GrBOBO,I need the caffeine
GrBOBO,I need the ritual
42NlPr,It tastes good
XeB6OP,It tastes good
XeB6OP,I need the caffeine
XeB6OP,I need the ritual
VZ1W4y,I need the ritual
VZ1W4y,It tastes good
kYR8ve,It tastes good
kYR8ve,I need the caffeine
kYR8ve,I need the ritual
YZz7oN,It tastes good
YZz7oN,I need the ritual
OABxYM,It tastes good
OABxYM,I need the caffeine
OABxYM,I need the ritual
xdN8lv,It tastes good
xdN8lv,I need the caffeine
xdN8lv,I need the ritual
eBxgYk,It tastes good
eBxgYk,I need the caffeine
RzBqj9,It tastes good
RzBqj9,I need the caffeine
1r2QGg,It tastes good
pLPYZJ,NULL
MAdj6k,It tastes good
MAdj6k,I need the ritual
OABxER,It tastes good
OABxER,I need the caffeine
OABxER,I need the ritual
BGbJ0K,It tastes good
BGbJ0K,I need the caffeine
BGbJ0K,It makes me go to the bathroom
qbE8jO,It tastes good
kYR8ze,It tastes good
GrBODQ,It tastes good
GrBODQ,I need the ritual
GrBODQ,I need the caffeine
vNx8KD,It tastes good
vNx8KD,I need the ritual
oAV8VN,It tastes good
oAV8VN,I need the ritual
VZ1Wxg,It tastes good
VZ1Wxg,I need the caffeine
VZ1Wxg,I need the ritual
24x9Oe,It tastes good
24x9Oe,I need the caffeine
24x9Oe,I need the ritual
KMBrO8,It tastes good
WApa1v,I need the caffeine
WApa1v,It tastes good
bl41gL,I need the caffeine
EPbovB,I need the caffeine
ylq8e8,I need the ritual
ylq8e8,I need the caffeine
ylq8e8,It tastes good
24x9ZL,It tastes good
24x9ZL,I need the ritual
MAdjGM,It tastes good
MAdjGM,I need the ritual
24x9Zj,It tastes good
24x9Zj,I need the ritual
rlr8kR,I need the caffeine
rlr8kR,It tastes good
rlr8kR,I need the ritual
rlr8kR,It makes me go to the bathroom
g5N8pl,It tastes good
g5N8pl,I need the caffeine
g5N8pl,It makes me go to the bathroom
rlr8qN,It tastes good
ylq87g,It tastes good
GrBO7Z,It tastes good
GrBO7Z,I need the caffeine
GrBO7Z,I need the ritual
GrBO7Z,It makes me go to the bathroom
NAB2Rj,It tastes good
NAB2Rj,I need the ritual
RzBqkj,It tastes good
xdN86r,It tastes good
xdN86r,I need the caffeine
xdN86r,I need the ritual
9dJArQ,I need the caffeine
EPboa4,It tastes good
WApaQN,It tastes good
WApaQN,It makes me go to the bathroom
WApaQN,I need the caffeine
WApaQN,I need the ritual
42NlN5,It tastes good
42NlN5,I need the ritual
AlbM50,It tastes good
AlbM50,I need the caffeine
AlbM50,It makes me go to the bathroom
QABNap,I need the caffeine
QABNap,I need the ritual
QABNap,It tastes good
dY2Jkd,It tastes good
RzBqr9,It tastes good
lNl89W,I need the caffeine
lNl89W,I need the ritual
lNl89W,It makes me go to the bathroom
lNl89W,It tastes good
PABZGB,I need the caffeine
PABZGB,I need the ritual
PABZGB,It makes me go to the bathroom
RzBqjj,I need the ritual
RzBqjj,It tastes good
LdM4ov,It tastes good
LdM4ov,I need the ritual
GrBO5k,It tastes good
GrBO5k,I need the ritual
ZdRbWo,It tastes good
ZdRbWo,I need the caffeine
ZdRbWo,I need the ritual
ZdRbWo,It makes me go to the bathroom
AlbMQD,It tastes good
AlbMQD,I need the ritual
42NlqX,It tastes good
42NlqX,I need the ritual
24x9D9,It tastes good
24x9D9,I need the ritual
oAV81V,I need the caffeine
oAV81V,It tastes good
QABNE7,It tastes good
QABNE7,I need the caffeine
QABNE7,I need the ritual
6dQ6QN,It tastes good
6dQ6QN,I need the caffeine
KMBrkV,It tastes good
g5N8NJ,It tastes good
g5N8NJ,I need the caffeine
g5N8NJ,I need the ritual
g5N8NJ,It makes me go to the bathroom
aBrpab,I need the caffeine
aBrpab,It makes me go to the bathroom
aBrpab,It tastes good
OABxVR,NULL
aBrpPq,NULL
bl41vZ,I need the caffeine
bl41vZ,It tastes good
oAV8kO,NULL
qbE8NG,It tastes good
qbE8NG,I need the caffeine
eBxgoe,It tastes good
eBxgoe,I need the ritual
eBxgoe,It makes me go to the bathroom
aBrpkB,I need the caffeine
aBrpkB,It tastes good
aBrpkB,I need the ritual
vNx8g0,It tastes good
vNx8g0,I need the caffeine
vNx8g0,I need the ritual
vNx8g0,It makes me go to the bathroom
NAB2Ol,I need the caffeine
NAB2Ol,It tastes good
GrBObk,It tastes good
GrBObk,I need the ritual
GrBObk,I need the caffeine
kYR8x1,It tastes good
kYR8x1,I need the caffeine
kYR8x1,I need the ritual
g5N8z4,It tastes good
g5N8z4,I need the caffeine
lNl8zv,It tastes good
lNl8zv,I need the caffeine
lNl8zv,I need the ritual
jB98z4,It tastes good
jB98z4,I need the ritual
RzBqVj,It tastes good
BGbJ6Q,It tastes good
BGbJ6Q,I need the ritual
5dqagd,NULL
QABN8Y,It tastes good
24x9o9,It tastes good
24x9o9,I need the ritual
BGbJ9Q,It tastes good
BGbJ9Q,I need the caffeine
PABZrV,It tastes good
lNl84k,It tastes good
lNl84k,I need the ritual
rlr8YR,It tastes good
rlr8YR,I need the caffeine
rlr8YR,I need the ritual
zKQ8L0,It tastes good
zKQ8L0,I need the ritual
zKQ8L0,It makes me go to the bathroom
zKQ8L0,I need the caffeine
NAB2El,I need the caffeine
NAB2El,I need the ritual
NAB2El,It tastes good
9dJAMV,It tastes good
9dJAMV,I need the ritual
YZz79J,It tastes good
YZz79J,I need the caffeine
5dqaod,I need the ritual
5dqaod,I need the caffeine
5dqaod,It tastes good
5dqaod,It makes me go to the bathroom
GrBOgp,It tastes good
GrBOgp,I need the ritual
dY2Jgo,It tastes good
dY2Jgo,I need the caffeine
AlbMAe,It tastes good
XeB6d4,It tastes good
XeB6d4,I need the caffeine
QABNX8,It tastes good
1r2QBp,It tastes good
1r2QBp,I need the ritual
VZ1WY6,It tastes good
VZ1WY6,I need the ritual
LdM4Vv,It tastes good
6dQ6MJ,It tastes good
6dQ6MJ,I need the caffeine
6dQ6MJ,I need the ritual
oAV8vx,It tastes good
oAV8vx,I need the caffeine
oAV8vx,I need the ritual
oAV8gP,It tastes good
oAV8gP,I need the caffeine
EPboJ2,It tastes good
EPboJ2,I need the ritual
EPboJ2,It makes me go to the bathroom
EPboJ2,Other
MAdjVA,It tastes good
MAdjVA,I need the caffeine
EPboEX,It tastes good
EPboEX,I need the caffeine
6dQ64k,It tastes good
6dQ64k,I need the caffeine
NAB240,It tastes good
pLPYzB,It tastes good
OABxEg,It tastes good
NAB2gB,It tastes good
NAB2gB,I need the ritual
vNx8vQ,It tastes good
vNx8vQ,I need the caffeine
vNx8vQ,I need the ritual
LdM4yj,NULL
qbE8k9,I need the caffeine
qbE8k9,It tastes good
qbE8v9,It tastes good
qbE8v9,It makes me go to the bathroom
dY2J8d,It tastes good
jB98Yx,I need the caffeine
rlr8gN,It tastes good
rlr8gN,I need the ritual
rlr8gN,It makes me go to the bathroom
XeB6Ng,It tastes good
XeB6Ng,I need the ritual
OABx97,I need the caffeine
OABx97,It tastes good
42NlEX,It tastes good
42NlEX,I need the ritual
LdM4al,It tastes good
ZdRbDB,It tastes good
6dQ6Vk,It tastes good
8dpbVx,It tastes good
8dpbVx,I need the caffeine
6dQ65P,It tastes good
6dQ65P,I need the caffeine
6dQ65P,I need the ritual
1r2Q6l,It tastes good
1r2Q6l,I need the caffeine
1r2Q6l,I need the ritual
7d97MR,It tastes good
7d97MR,I need the caffeine
ylq8GB,It tastes good
ylq8GB,I need the ritual
ylq8GB,It makes me go to the bathroom
kYR8p1,It tastes good
kYR8p1,I need the ritual
8dpbgx,It tastes good
8dpbgx,I need the caffeine
8dpbgx,I need the ritual
8dpbgx,It makes me go to the bathroom
VZ1Wqg,It tastes good
VZ1Wqg,I need the caffeine
VZ1Wqg,I need the ritual
WApaBa,It tastes good
WApaBa,I need the caffeine
WApaBa,I need the ritual
WApaBa,Other
dY2J1q,It tastes good
dY2J1q,I need the ritual
vNx8W0,It tastes good
5dqaOo,It tastes good
5dqaOo,I need the caffeine
QABNWp,It tastes good
QABNWp,I need the ritual
ZdRbQo,It tastes good
ZdRbQo,I need the ritual
NAB2yB,It tastes good
oAV81e,I need the ritual
PABZYx,It tastes good
PABZYx,I need the caffeine
PABZWb,It tastes good
PABZWb,I need the caffeine
PABZWb,I need the ritual
XeB6v4,It tastes good
XeB6v4,I need the ritual
9dJAxQ,It tastes good
9dJAxQ,I need the caffeine
DVvRE5,It tastes good
DVvRE5,I need the ritual
lNl87X,It tastes good
lNl87X,I need the caffeine
lNl87X,I need the ritual
lNl87X,It makes me go to the bathroom
eBxgye,It tastes good
eBxgye,I need the caffeine
eBxgye,I need the ritual
aBrpgq,It tastes good
aBrpgq,I need the caffeine
OABxrR,I need the caffeine
OABxrR,It tastes good
OABxrR,I need the ritual
WApajv,NULL
1r2QxQ,It tastes good
AlbM9z,It tastes good
AlbM9z,I need the ritual
AlbM9z,I need the caffeine
8dpbWO,It tastes good
8dpbWO,It makes me go to the bathroom
8dpbWO,I need the ritual
7d97zA,It tastes good
24x9zV,I need the caffeine
24x9zV,It tastes good
VZ1W9j,NULL
rlr8YN,It tastes good
rlr8YN,I need the caffeine
rlr8YN,I need the ritual
xdN80d,It tastes good
xdN80d,I need the caffeine
1r2QgW,It tastes good
EPbo64,It tastes good
EPbo64,I need the caffeine
EPbo64,I need the ritual
qbE877,I need the ritual
qbE877,It tastes good
KMBrGV,It tastes good
KMBrGV,I need the caffeine
6dQ6WY,It tastes good
6dQ6WY,I need the ritual
EPboA4,I need the ritual
PABZy5,It tastes good
PABZy5,I need the ritual
ZdRbgz,I need the caffeine
ZdRbgz,It tastes good
EPbo6r,It tastes good
6dQ6zB,It tastes good
6dQ6zB,I need the caffeine
6dQ6zB,I need the ritual
LdM4Ey,It tastes good
LdM4Ey,I need the ritual
ylq8gg,I need the caffeine
ylq8gg,It tastes good
ylq8gg,I need the ritual
42NlOY,It tastes good
42NlOY,I need the ritual
MAdjPM,I need the ritual
MAdjPM,It tastes good
8dpb5O,It tastes good
8dpb5O,I need the caffeine
8dpb5O,I need the ritual
1r2QRl,It tastes good
1r2QRl,I need the caffeine
1r2QRl,It makes me go to the bathroom
jB985Q,It tastes good
jB985Q,I need the caffeine
J2kEBo,I need the caffeine
eBxgvk,It tastes good
eBxgvk,I need the ritual
7d97jZ,It tastes good
dY2JzK,I need the ritual
dY2JzK,I need the caffeine
dY2JzK,It tastes good
dY2JzK,It makes me go to the bathroom
PABZe5,It tastes good
PABZe5,I need the caffeine
J2kEGo,I need the caffeine
J2kEGo,It tastes good
ylq8zx,It tastes good
ylq8zx,I need the caffeine
ylq8zx,I need the ritual
WApapR,NULL
xdN8z5,It tastes good
xdN8z5,Other
NAB2dj,It tastes good
ylq81x,It tastes good
vNx8zD,I need the ritual
vNx8zD,Other
vNx8zD,It tastes good
oAV8zP,It tastes good
oAV8zP,I need the caffeine
oAV8zP,I need the ritual
QABNkG,It tastes good
QABNkG,I need the caffeine
8dpbDA,NULL
YZz760,NULL
PABZqd,It tastes good
PABZqd,I need the caffeine
oAV8LX,It tastes good
oAV8LX,I need the caffeine
oAV8LX,I need the ritual
oAV8LX,It makes me go to the bathroom
XeB6Pd,It tastes good
XeB6Pd,I need the caffeine
XeB6Pd,I need the ritual
AlbMRB,It tastes good
AlbMRB,I need the caffeine
jB98XR,It tastes good
jB98XR,I need the caffeine
NAB2Zb,I need the ritual
aBrpMy,It tastes good
aBrpMy,I need the caffeine
aBrpMy,I need the ritual
OABxKK,It tastes good
OABxKK,I need the caffeine
pLPYlP,NULL
EPbooq,It tastes good
XeB6je,NULL
PABZq0,It tastes good
PABZq0,I need the caffeine
GrBOE2,It tastes good
GrBOE2,I need the caffeine
pLPYYZ,It tastes good
pLPYYZ,I need the ritual
pLPYYZ,I need the caffeine
GrBOVj,It tastes good
GrBOVj,I need the caffeine
GrBOVj,I need the ritual
DVvROb,NULL
rlr8Z5,It tastes good
rlr8Z5,I need the caffeine
KMBr2M,It tastes good
KMBr2M,I need the caffeine
kYR8BJ,It tastes good
kYR8BJ,I need the ritual
aBrpJ9,It tastes good
aBrpJ9,I need the ritual
bl41a0,I need the ritual
bl41a0,I need the caffeine
bl41a0,It tastes good
RzBqyp,I need the ritual
RzBqyp,It tastes good
1r2Q0M,It tastes good
1r2Q0M,It makes me go to the bathroom
1r2Q0M,I need the caffeine
GrBOO2,It tastes good
jB98V6,I need the ritual
jB98V6,It tastes good
jB98V6,I need the caffeine
QABNpg,It tastes good
QABNpg,I need the caffeine
QABNpg,I need the ritual
DVvR6j,It tastes good
DVvR6j,I need the ritual
xdN8q9,It tastes good
xdN8q9,I need the caffeine
xdN8W9,It tastes good
9dJAzX,NULL
rlr8ep,It tastes good
WApa4L,It tastes good
WApa4L,I need the ritual
lNl8pV,I need the caffeine
lNl8pV,I need the ritual
lNl8pV,It tastes good
9dJAbX,It tastes good
9dJAbX,I need the caffeine
9dJAbX,I need the ritual
9dJAbX,It makes me go to the bathroom
zKQ8A1,It tastes good
zKQ8A1,I need the caffeine
zKQ8A1,I need the ritual
QABNP1,It tastes good
pLPYEE,It tastes good
GrBOMQ,I need the caffeine
GrBOMQ,I need the ritual
GrBOMQ,It makes me go to the bathroom
GrBOMQ,It tastes good
RzBqpQ,It tastes good
24x9MM,It tastes good
7d9rX0,It tastes good
7d9rX0,I need the ritual
YZz72z,It tastes good
42Nl0b,It tastes good
42Nl0b,It makes me go to the bathroom
42Nl0b,I need the ritual
42Nl0b,I need the caffeine
lNl8JX,I need the ritual
xdN8kd,It tastes good
VZ1WWE,It tastes good
VZ1WWE,I need the caffeine
bl4QV6,I need the caffeine
LdM4xG,I need the ritual
LdM4xG,It makes me go to the bathroom
LdM4xG,I need the caffeine
VZ1OLj,It tastes good
VZ1OLj,I need the caffeine
KMBrrk,I need the ritual
KMBrrk,It tastes good
5dqaWQ,I need the caffeine
5dqaWQ,It tastes good
5dqaWQ,I need the ritual
5dqaWQ,It makes me go to the bathroom
NAB22W,It tastes good
NAB22W,I need the ritual
eBxWZx,I need the ritual
eBxWZx,It tastes good
OABxOM,It tastes good
lNl825,It tastes good
lNl825,I need the caffeine
EPboy2,It tastes good
EPboy2,I need the ritual
LdM48z,It tastes good
LdM48z,I need the caffeine
LdM48z,I need the ritual
KMBKYX,It tastes good
KMBKYX,I need the caffeine
NAB21W,I need the ritual
NAB21W,I need the caffeine
NAB21W,It tastes good
42NlMo,It tastes good
42NlMo,I need the ritual
BGbJv4,It tastes good
rlr8No,It makes me go to the bathroom
rlr8No,It tastes good
24xGEe,It tastes good
