submission_id,dairy
ZdRb6a,Oat milk
WApbdP,NULL
24xY69,Half and half
RzBqWd,NULL
RzBqLv,NULL
oAV8d5,NULL
oAV8OM,NULL
AlbYyW,NULL
KMB4kk,Skim milk
KMB4kk,Soy milk
42N0Kd,Whole milk
0Ej0VZ,Almond milk
0Ej0VZ,Skim milk
0Ej0VZ,Whole milk
rlrQQo,Oat milk
vNx84X,Whole milk
OABxLk,NULL
MAd2V0,NULL
8dpbGk,NULL
zKQ8ja,Whole milk
YZzBLJ,Whole milk
YZzBLJ,Flavored coffee creamer
QABNdl,Whole milk
8dpbko,NULL
XeB6Ee,NULL
KMBroK,Whole milk
KMBroK,Flavored coffee creamer
KMBroK,Oat milk
24x9rg,NULL
dY2JjD,Whole milk
LdMjyz,NULL
9dJYM1,NULL
kYR4rj,NULL
pLPN7q,NULL
6dQ0eO,Whole milk
6dQ0eO,Half and half
42NlLd,NULL
LdMxaj,NULL
BGbJZ4,Half and half
J2kER7,Whole milk
eBxgQO,Whole milk
eBxgQO,Half and half
eBxgQO,Coffee creamer
J2kELz,NULL
LdMjqJ,Whole milk
oAVNeM,NULL
oAVZ95,NULL
eBxGvE,NULL
g5NPYO,Oat milk
xdNbxo,Almond milk
zKQ8ZZ,NULL
rlrQxl,Half and half
rlrQxl,Whole milk
rlrQxl,Almond milk
VZ1W8N,NULL
WAp6PN,NULL
DVvo9l,Whole milk
DVvo9l,Oat milk
ylqAdB,NULL
rlrQP2,NULL
EPbo0L,NULL
ylqAY6,NULL
AlbR7B,NULL
EPbVxA,NULL
BGboo4,NULL
dY2GGD,Whole milk
oAV8o5,Skim milk
WApa9N,NULL
BGbJE5,Flavored coffee creamer
BGbJE5,Coffee creamer
0EjzA9,NULL
vNx6YX,Coffee creamer
WApaAQ,Oat milk
J2krZX,NULL
oAVN6V,NULL
VZ1WVN,NULL
42Nlko,NULL
RzBq4P,NULL
1r2QM4,NULL
LdM4d2,Half and half
42N0dB,Flavored coffee creamer
jB98M9,NULL
1r205O,Oat milk
5dq0yE,NULL
YZzb4N,NULL
QABq7Y,NULL
PABQDd,NULL
9dJY7E,Flavored coffee creamer
9dJY7E,Oat milk
9dJY7E,Coffee creamer
9dJY7E,Half and half
9dJY7E,Whole milk
9dJY7E,Soy milk
24xYgM,NULL
KMB25K,NULL
RzBqzP,NULL
GrBEvo,Oat milk
GrBEvo,Whole milk
rlrQrv,Whole milk
LdMxpz,NULL
ZdRblA,Whole milk
ZdRblA,Skim milk
ZdRblA,Oat milk
ZdRblA,Soy milk
bl4My7,NULL
XeB72d,Whole milk
zKQBXq,NULL
rlr9Yv,Coffee creamer
rlr9Yv,Flavored coffee creamer
rlr9Yv,Whole milk
dY2GNy,Oat milk
zKQA18,Half and half
zKQA18,Whole milk
ZdRAAV,Coffee creamer
ZdRAAV,Oat milk
VZ17Ev,NULL
NAB2Ab,NULL
rlr9yM,Oat milk
5dqYbv,Whole milk
AlbRKW,NULL
ylqb6X,Half and half
dY2o6d,Whole milk
dY2o6d,Oat milk
dY2oKz,Half and half
oAVN61,Oat milk
rlr9yv,NULL
kYR4Nr,Whole milk
kYR4Nr,Skim milk
zKQ4kq,NULL
RzBeoP,NULL
24xYJL,Oat milk
ZdRAWA,NULL
rlr9OL,Whole milk
rlr9OL,Half and half
rlr9OL,Almond milk
PABQdQ,Coffee creamer
1r20NQ,NULL
qbEqj2,Skim milk
g5NV9P,Oat milk
42NY8Y,NULL
GrBVJp,Skim milk
7d90RL,NULL
lNl8WV,Flavored coffee creamer
vNxaEA,Whole milk
vNxaEA,Oat milk
0EjY5P,NULL
eBxO5q,Oat milk
blx47Z,Whole milk
blx47Z,Coffee creamer
lNlXyB,Half and half
1r2Yx4,NULL
1r20WM,Whole milk
1r20WM,Half and half
J2krad,NULL
DVvo05,Whole milk
DVvo05,Half and half
VZ1aJj,NULL
42N0ab,NULL
aBrJxZ,Oat milk
9dJ0qG,NULL
PABN1x,NULL
8dpDDk,NULL
qA2y0O,Whole milk
V0ELg6,Coffee creamer
zKQ8Qg,NULL
VZ1WYN,Whole milk
jB98W1,Whole milk
24x9Rj,NULL
rlr82o,NULL
QABNj7,NULL
vNx8El,NULL
jB98WY,NULL
LdM4Op,NULL
qbE8gG,NULL
bl41zZ,NULL
xdN8yk,NULL
rlr8LX,Oat milk
jB98ga,NULL
pLPY01,Half and half
GrBODO,NULL
7d97a0,NULL
WApale,NULL
0EjqlN,Oat milk
oAV8dN,NULL
0Ejqaj,NULL
5dqaeZ,NULL
g5N8v4,NULL
oAV8lb,NULL
AlbMyz,NULL
jB9871,Skim milk
9dJA2E,NULL
PABZBx,NULL
DVvRWR,NULL
dY2JDV,NULL
bl41Y1,Coffee creamer
bl41Y1,Flavored coffee creamer
rlr8vR,NULL
xdN89d,Almond milk
kYR8Jo,NULL
YZz7xW,NULL
RzBq29,NULL
24x9DD,NULL
rlr8k2,NULL
7d97ER,NULL
GrBOBO,NULL
42NlPr,NULL
XeB6OP,Oat milk
VZ1W4y,NULL
kYR8ve,NULL
YZz7oN,NULL
OABxYM,Whole milk
xdN8lv,NULL
eBxgYk,Whole milk
RzBqj9,Oat milk
RzBqj9,Flavored coffee creamer
1r2QGg,NULL
pLPYZJ,NULL
MAdj6k,NULL
OABxER,NULL
BGbJ0K,NULL
qbE8jO,NULL
kYR8ze,Almond milk
GrBODQ,NULL
vNx8KD,NULL
oAV8VN,NULL
VZ1Wxg,NULL
24x9Oe,NULL
KMBrO8,Whole milk
WApa1v,NULL
bl41gL,NULL
EPbovB,Coffee creamer
EPbovB,Flavored coffee creamer
EPbovB,Half and half
ylq8e8,Oat milk
24x9ZL,NULL
MAdjGM,NULL
24x9Zj,NULL
rlr8kR,Soy milk
g5N8pl,NULL
rlr8qN,NULL
ylq87g,NULL
GrBO7Z,Whole milk
NAB2Rj,Oat milk
RzBqkj,NULL
xdN86r,NULL
9dJArQ,Oat milk
EPboa4,NULL
WApaQN,Oat milk
WApaQN,Whole milk
WApaQN,Almond milk
42NlN5,NULL
AlbM50,Oat milk
QABNap,Whole milk
dY2Jkd,Oat milk
RzBqr9,NULL
lNl89W,Half and half
PABZGB,Half and half
RzBqjj,Half and half
LdM4ov,NULL
GrBO5k,NULL
ZdRbWo,Half and half
AlbMQD,Whole milk
42NlqX,NULL
24x9D9,NULL
oAV81V,NULL
QABNE7,NULL
6dQ6QN,NULL
KMBrkV,Whole milk
g5N8NJ,NULL
aBrpab,Flavored coffee creamer
aBrpab,Half and half
OABxVR,Half and half
aBrpPq,NULL
bl41vZ,NULL
oAV8kO,Half and half
qbE8NG,Skim milk
eBxgoe,NULL
aBrpkB,Half and half
vNx8g0,Oat milk
NAB2Ol,Half and half
GrBObk,NULL
kYR8x1,Oat milk
kYR8x1,Soy milk
g5N8z4,Whole milk
g5N8z4,Coffee creamer
g5N8z4,Oat milk
g5N8z4,Flavored coffee creamer
lNl8zv,Whole milk
jB98z4,NULL
RzBqVj,NULL
BGbJ6Q,NULL
5dqagd,NULL
QABN8Y,Whole milk
QABN8Y,Coffee creamer
24x9o9,Oat milk
BGbJ9Q,Whole milk
BGbJ9Q,Oat milk
BGbJ9Q,Almond milk
BGbJ9Q,Half and half
PABZrV,NULL
lNl84k,Almond milk
rlr8YR,NULL
zKQ8L0,NULL
NAB2El,Soy milk
9dJAMV,Whole milk
YZz79J,Coffee creamer
5dqaod,Coffee creamer
5dqaod,Half and half
GrBOgp,Whole milk
GrBOgp,Skim milk
dY2Jgo,NULL
AlbMAe,NULL
XeB6d4,NULL
QABNX8,Oat milk
1r2QBp,NULL
VZ1WY6,NULL
LdM4Vv,NULL
6dQ6MJ,NULL
oAV8vx,NULL
oAV8gP,Whole milk
EPboJ2,Oat milk
MAdjVA,NULL
EPboEX,NULL
6dQ64k,Whole milk
NAB240,NULL
pLPYzB,NULL
OABxEg,Whole milk
NAB2gB,NULL
vNx8vQ,Oat milk
LdM4yj,NULL
qbE8k9,NULL
qbE8v9,Whole milk
qbE8v9,Oat milk
dY2J8d,Whole milk
jB98Yx,Half and half
rlr8gN,Oat milk
XeB6Ng,Whole milk
OABx97,Almond milk
OABx97,Flavored coffee creamer
42NlEX,Whole milk
LdM4al,NULL
ZdRbDB,Whole milk
6dQ6Vk,NULL
8dpbVx,Whole milk
6dQ65P,Whole milk
6dQ65P,Coffee creamer
6dQ65P,Half and half
6dQ65P,Skim milk
1r2Q6l,NULL
7d97MR,Flavored coffee creamer
7d97MR,Half and half
ylq8GB,Whole milk
ylq8GB,Almond milk
kYR8p1,NULL
8dpbgx,NULL
VZ1Wqg,NULL
WApaBa,NULL
dY2J1q,NULL
vNx8W0,NULL
5dqaOo,NULL
QABNWp,Whole milk
ZdRbQo,NULL
NAB2yB,NULL
oAV81e,NULL
PABZYx,Whole milk
PABZYx,Half and half
PABZYx,Coffee creamer
PABZYx,Oat milk
PABZYx,Flavored coffee creamer
PABZWb,Half and half
XeB6v4,Coffee creamer
XeB6v4,Oat milk
XeB6v4,Whole milk
9dJAxQ,NULL
DVvRE5,Coffee creamer
DVvRE5,Whole milk
DVvRE5,Oat milk
DVvRE5,Flavored coffee creamer
lNl87X,Oat milk
eBxgye,Oat milk
aBrpgq,NULL
OABxrR,NULL
WApajv,NULL
1r2QxQ,NULL
AlbM9z,NULL
8dpbWO,NULL
7d97zA,Whole milk
24x9zV,NULL
VZ1W9j,NULL
rlr8YN,NULL
xdN80d,NULL
1r2QgW,Whole milk
EPbo64,NULL
qbE877,NULL
KMBrGV,Oat milk
6dQ6WY,Half and half
EPboA4,Whole milk
PABZy5,Whole milk
ZdRbgz,Whole milk
EPbo6r,NULL
6dQ6zB,Oat milk
6dQ6zB,Whole milk
LdM4Ey,Half and half
ylq8gg,NULL
42NlOY,NULL
MAdjPM,NULL
8dpb5O,Whole milk
1r2QRl,Whole milk
jB985Q,NULL
J2kEBo,Oat milk
J2kEBo,Almond milk
eBxgvk,Half and half
eBxgvk,Almond milk
7d97jZ,Whole milk
dY2JzK,NULL
PABZe5,Whole milk
PABZe5,Half and half
J2kEGo,Whole milk
J2kEGo,Half and half
J2kEGo,Oat milk
ylq8zx,Whole milk
ylq8zx,Skim milk
WApapR,Coffee creamer
xdN8z5,NULL
NAB2dj,NULL
ylq81x,NULL
vNx8zD,Flavored coffee creamer
vNx8zD,Oat milk
vNx8zD,Almond milk
vNx8zD,Soy milk
vNx8zD,Coffee creamer
oAV8zP,NULL
QABNkG,Half and half
8dpbDA,NULL
YZz760,NULL
PABZqd,Whole milk
PABZqd,Oat milk
oAV8LX,Half and half
XeB6Pd,NULL
AlbMRB,NULL
jB98XR,Whole milk
NAB2Zb,Almond milk
aBrpMy,Whole milk
OABxKK,Whole milk
pLPYlP,NULL
EPbooq,NULL
XeB6je,Whole milk
XeB6je,Coffee creamer
XeB6je,Half and half
XeB6je,Oat milk
PABZq0,NULL
GrBOE2,Whole milk
pLPYYZ,NULL
GrBOVj,NULL
DVvROb,NULL
rlr8Z5,Whole milk
rlr8Z5,Half and half
KMBr2M,NULL
kYR8BJ,NULL
aBrpJ9,Whole milk
aBrpJ9,Oat milk
bl41a0,NULL
RzBqyp,NULL
1r2Q0M,NULL
GrBOO2,NULL
jB98V6,Half and half
QABNpg,NULL
DVvR6j,Whole milk
xdN8q9,NULL
xdN8W9,NULL
9dJAzX,NULL
rlr8ep,NULL
WApa4L,Oat milk
WApa4L,Whole milk
lNl8pV,NULL
9dJAbX,NULL
zKQ8A1,Whole milk
QABNP1,NULL
pLPYEE,Almond milk
GrBOMQ,Whole milk
RzBqpQ,NULL
24x9MM,NULL
7d9rX0,NULL
YZz72z,Whole milk
42Nl0b,Whole milk
42Nl0b,Oat milk
lNl8JX,Whole milk
xdN8kd,Whole milk
VZ1WWE,NULL
bl4QV6,Almond milk
LdM4xG,Whole milk
VZ1OLj,NULL
KMBrrk,NULL
5dqaWQ,Half and half
NAB22W,Half and half
eBxWZx,Oat milk
OABxOM,NULL
lNl825,Whole milk
EPboy2,NULL
LdM48z,NULL
KMBKYX,NULL
NAB21W,Oat milk
42NlMo,Whole milk
42NlMo,Half and half
BGbJv4,NULL
rlr8No,NULL
24xGEe,Half and half
lNlkBN,NULL
eBxWae,NULL
WApavR,NULL
1r2o9p,NULL
OABM7R,NULL
aBrqOX,Whole milk
qbE1GG,NULL
8dp4aP,NULL
0EjR7j,NULL
YZz7EN,NULL
OABxRk,Half and half
AlbMgN,NULL
lNlk6k,NULL
OABxWM,Coffee creamer
OABxWM,Oat milk
OABxWM,Flavored coffee creamer
xdN5Yy,NULL
AlbMYB,Whole milk
AlbMYB,Soy milk
AlbMYB,Oat milk
ylq5Jg,NULL
VZ1WRj,NULL
jB9Ala,Whole milk
YZzl4B,NULL
J2kvz4,NULL
oAV8W5,NULL
oAVLGe,NULL
KMBKlA,NULL
6dQEDY,Half and half
1r2o7Q,NULL
1r2oVQ,NULL
0EjR8y,NULL
LdMLzp,NULL
LdML7p,Oat milk
jB9Ab4,Oat milk
aBrq4B,NULL
DVv6Nq,NULL
DVv6pR,NULL
rlrMON,Whole milk
g5N6Ml,Half and half
NAB1oB,NULL
VZ1Ojy,NULL
dY2exq,NULL
RzByo9,Whole milk
rlrMoN,Skim milk
XeBP4g,Skim milk
DVv6qN,NULL
vNx5P0,NULL
6dQEZk,Whole milk
qbE1d7,Whole milk
qbE1d7,Oat milk
bl4QeL,NULL
PABJ55,NULL
aBrq9b,NULL
LdMLPv,NULL
qbE1VY,Whole milk
oAVLEx,NULL
PABJ1V,NULL
0EjR6N,Half and half
0EjR6N,Whole milk
BGbW75,Whole milk
8dp4L5,NULL
GrBARZ,NULL
rlrMBR,NULL
J2kEvY,Coffee creamer
J2kEvY,Flavored coffee creamer
J2kEvY,Half and half
GrBAve,NULL
g5N6qO,Flavored coffee creamer
J2kvOo,Whole milk
GrBAlp,NULL
7d9r2P,Half and half
7d9r2P,Whole milk
1r2odl,Whole milk
J2kvdR,NULL
jB9APx,NULL
DVv6kZ,NULL
xdN8Ok,NULL
NAB1qO,Whole milk
GrBA9Z,Oat milk
bl4Qdg,NULL
5dqPZo,NULL
J2kEyz,Oat milk
jB98j9,NULL
DVv67R,Whole milk
QABlV8,NULL
LdMLpj,NULL
42NVrX,NULL
VZ1OpM,NULL
42NlWr,Whole milk
42NlWr,Half and half
KMBKV8,NULL
aBrq6q,Almond milk
aBrq6q,Skim milk
aBrq6q,Half and half
oAVLeP,NULL
YZzlPW,Whole milk
zKQ5jM,Whole milk
XeBPJY,NULL
kYRB61,Whole milk
kYRB61,Half and half
kYRB61,Soy milk
zKQ5y0,Skim milk
RzBy5d,NULL
ZdRrNy,Whole milk
6dQE7B,NULL
0EjRey,Whole milk
0EjRey,Half and half
QABlDp,Coffee creamer
QABlDp,Almond milk
QABlDp,Oat milk
24xGB9,Half and half
24xGB9,Flavored coffee creamer
EPb7QX,NULL
qbE1AY,NULL
RzByD9,Skim milk
42NVQY,Whole milk
EPb7XX,NULL
Albe2z,NULL
PABJ9V,NULL
rlrM5R,NULL
kYR8Pj,NULL
J2kvqK,Whole milk
J2kv1K,NULL
PABJpB,Whole milk
EPb7l4,Oat milk
EPb7l4,Soy milk
EPb7l4,Half and half
XeBP0j,Whole milk
vNx5Yv,NULL
NAB1WB,NULL
42NV8k,Whole milk
VZ1OQg,Oat milk
LdMLWj,Half and half
LdMLKv,NULL
zKQ5Ya,Oat milk
pLPpoJ,Whole milk
pLPpoJ,Oat milk
lNlkqv,NULL
GrBO2O,NULL
KMBK1A,Half and half
KMBK1A,Flavored coffee creamer
dY2e9o,Whole milk
dY2e9o,Oat milk
9dJjQp,NULL
QABl58,NULL
BGbWk5,NULL
24xGPj,Oat milk
0EjRdB,Whole milk
0EjRdB,Half and half
RzByPd,NULL
RzBq9P,NULL
PABJ65,Half and half
oAVLRP,NULL
24xGPL,NULL
rlr84L,NULL
VZ1O0v,Whole milk
8dp4xO,Coffee creamer
bl4QWL,NULL
qbE1a9,Whole milk
VZ1O5J,NULL
rlrMPl,Oat milk
EPb7XN,Oat milk
dY2e0o,NULL
lNlkyB,Whole milk
lNlkyB,Flavored coffee creamer
lNlkyB,Coffee creamer
BGbJo7,NULL
xdN5ay,Oat milk
xdN5ay,Soy milk
GrBAdp,NULL
BGbWxQ,NULL
MAdpzp,Oat milk
RzBy0J,Whole milk
PABJ1e,Half and half
XeBPWj,NULL
g5N6Gl,NULL
jB9AZJ,Half and half
jB9AZJ,Whole milk
jB9AZJ,Coffee creamer
g5N6e4,NULL
0Ejq9Q,NULL
xdN8EG,NULL
zKQ5Da,Whole milk
zKQ5Da,Oat milk
xdN5Xv,NULL
24xGAj,NULL
lNl8j5,NULL
YZz7Nv,Whole milk
VZ1OEj,NULL
oAVLAV,NULL
vNx52A,NULL
bl4Qlo,NULL
PABJ0Q,Oat milk
42NVkO,NULL
9dJjdY,NULL
WApV0J,NULL
1r2oEM,Coffee creamer
1r2oEM,Flavored coffee creamer
jB9AME,NULL
GrBAro,NULL
KMBK67,Whole milk
KMBK67,Oat milk
KMBK67,Soy milk
xdN5QG,NULL
XeBPe4,Oat milk
8dp4kx,NULL
EPb71N,NULL
qbE1Wd,NULL
eBxWBO,NULL
6dQExe,NULL
24xGrp,Whole milk
0EjRbQ,Whole milk
5dqP2M,Whole milk
QABlrg,NULL
xdN5Qo,NULL
MAdpJg,Oat milk
vNx5AQ,Flavored coffee creamer
YZzldq,Half and half
YZzldq,Skim milk
RzByYp,NULL
zKQ5zq,NULL
5dqPkd,NULL
dY2eZN,NULL
1r2ovO,NULL
PABJB0,Oat milk
AlbeDW,Oat milk
GrBA1o,Whole milk
6dQE15,NULL
LdMLG1,NULL
LdML0G,Whole milk
zKQ5Kq,NULL
J2kvJY,Soy milk
rlrMVM,NULL
DVv6eb,NULL
5dqPdd,NULL
RzByLl,Whole milk
5dqPvP,NULL
YZzlV0,Whole milk
vNx54A,NULL
XeBPG4,NULL
jB9ABE,NULL
PABJ8P,NULL
RzBy4J,NULL
jB9AxR,NULL
dY2eYA,NULL
0EjRJ0,NULL
PABJvP,Oat milk
DVv60p,NULL
rlrMKv,NULL
9dJjJ4,NULL
oAVL0M,NULL
vNx5Od,Oat milk
vNx5Od,Almond milk
vNx5Od,Soy milk
vNx5Od,Whole milk
QABlYA,NULL
24xGkp,NULL
7d9roL,NULL
lNlkNW,NULL
g5N64N,Whole milk
g5N65d,Half and half
7d9rdA,Whole milk
lNlkL5,NULL
rlrMKM,NULL
0EjRoQ,Whole milk
GrBA1j,NULL
qbE1b7,Oat milk
qbE1b7,Soy milk
oAVLVM,Whole milk
RzByRl,NULL
g5N6QK,Coffee creamer
g5N6QK,Flavored coffee creamer
GrBAYz,Oat milk
GrBAYz,Half and half
GrBAYz,Skim milk
QABlBk,NULL
vNx5NQ,Oat milk
6dQEro,NULL
eBxWNo,NULL
NAB1MN,NULL
dY2eDy,Whole milk
MAdpvE,NULL
MAdp5Y,NULL
9dJjE1,NULL
PABJ20,NULL
8dp4eA,NULL
DVv65b,NULL
qbE1o8,NULL
OABMBA,NULL
oAVLlM,Skim milk
5dqPEb,NULL
6dQEOO,Half and half
jB9A99,NULL
7d9r46,NULL
qbE1Yk,NULL
pLPpWZ,NULL
VZ1Olv,NULL
OABMJp,NULL
aBrqry,NULL
7d9r9z,Whole milk
oAVLl5,NULL
aBrqZW,NULL
lNlk06,NULL
ZdRrGv,NULL
xdN5ZG,Whole milk
lNlkYV,NULL
VZ1OME,NULL
rlrMrL,Oat milk
rlrMrL,Whole milk
42NVAd,NULL
jB9AJ1,Oat milk
rlrMr5,NULL
WApVpQ,Whole milk
ZdRrvA,Whole milk
8dp4dx,Whole milk
vNx5JX,Almond milk
vNx5JX,Oat milk
vNx5JX,Flavored coffee creamer
zKQ5e1,Whole milk
zKQ5e1,Oat milk
lNlkKV,Whole milk
rlrMJX,NULL
8dp4PY,Whole milk
LdMLaz,NULL
rlrM0L,Whole milk
PABJBd,NULL
NAB1Rp,NULL
42NV9d,Whole milk
jB9A76,NULL
OABMLK,Half and half
GrBABz,NULL
YZzlY6,NULL
YZzlo0,Whole milk
g5N671,NULL
qbE1k5,Whole milk
7d9r16,NULL
24xGkV,Whole milk
BGbWA4,Whole milk
rlrMJp,Whole milk
bl4Qr2,NULL
aBrqDE,NULL
YZzlrq,NULL
VZ1O9l,NULL
EPb7Lo,Whole milk
EPb7Lo,Half and half
jB9A09,Oat milk
jB9A09,Almond milk
GrBAL2,NULL
EPb7Z2,Half and half
EPb7vA,NULL
42NVPo,Whole milk
g5N6JM,Whole milk
9dJj2K,NULL
xdN5Rk,Whole milk
24xGvA,Oat milk
24xGvA,Whole milk
AlbeWo,NULL
ZdRrza,Whole milk
qbE1Ek,NULL
1r2oN4,NULL
VZ1ObN,NULL
24xGxA,Whole milk
24xGxA,Oat milk
pLPpRy,Whole milk
pLPpRy,Oat milk
J2kvk7,NULL
oAVL55,Oat milk
oAVL55,Almond milk
oAVL55,Soy milk
lNlkWp,Coffee creamer
QABl8l,NULL
eBxWxo,NULL
eBxW2E,NULL
rlrMd5,Oat milk
8dp4Ak,NULL
RzByvv,Oat milk
rlrM2p,NULL
24xG1g,Oat milk
24xG1g,Almond milk
EPb7BL,NULL
eBxWKJ,Whole milk
zKQ5J8,NULL
ZdRrZ5,NULL
1r2o2L,Oat milk
1r2o2L,Whole milk
xdN599,NULL
YZzlpz,NULL
bl4Q82,Whole milk
PABJ80,Half and half
24xGOb,NULL
5dqPGP,NULL
bl4Q4E,NULL
KMBKBK,Half and half
DVv6Jj,NULL
eBxW7E,NULL
GrBAoz,NULL
EPb70o,NULL
kYRBJd,NULL
J2kv2d,NULL
OABMdk,NULL
LdMLvz,Whole milk
0EjRv0,NULL
VZ1OZv,NULL
5dqPLM,Whole milk
5dqPLM,Oat milk
LdMLXG,NULL
RzByZP,NULL
42NVvB,Whole milk
GrBAqO,NULL
BGbWj4,Oat milk
BGbWB7,Half and half
ylq5o6,Whole milk
J2kvLJ,Whole milk
42NVjb,Whole milk
bl4Q2E,NULL
5dqPev,Oat milk
6dQEvO,NULL
jB9ALR,Whole milk
jB9ALR,Half and half
jB9ALR,Oat milk
jB9ALR,Almond milk
9dJjpK,Half and half
LdMLE2,Oat milk
LdMLE2,Flavored coffee creamer
LdMLE2,Skim milk
xdN54E,Oat milk
J2kvV7,Whole milk
8dp46k,Whole milk
1r2oD4,NULL
bl4QK0,Oat milk
bl4QK0,Soy milk
bl4QK0,Almond milk
DVv6AX,NULL
QABlxk,Oat milk
QABlxk,Half and half
aBrqjy,NULL
XeBP1e,Oat milk
XeBP1e,Whole milk
qbE1P2,NULL
9dJjlG,Oat milk
9dJjlG,Almond milk
9dJjlG,Soy milk
WApVPJ,Whole milk
jB9A5Y,NULL
OABMjA,NULL
DVv6V5,Skim milk
XeBPMd,NULL
6dQEAo,Coffee creamer
jB9AG9,Oat milk
pLPpVV,NULL
rlrMYo,Half and half
5dqPpQ,NULL
rlrMbN,NULL
zKQ51g,Soy milk
7d9rp2,NULL
5dqPMQ,Oat milk
5dqPMQ,Whole milk
9dJjrE,NULL
MAdp78,NULL
kYRBpo,Half and half
pLPpz1,Skim milk
pLPpz1,Half and half
pLPpz1,Almond milk
pLPpz1,Soy milk
KMBKgX,NULL
QABlk1,Skim milk
XeBPzz,NULL
8dp4gP,NULL
PABJ41,NULL
QABlO1,Skim milk
RzByjK,NULL
kYRBrr,NULL
PABJGx,NULL
vNx5gl,NULL
eBxWzx,NULL
WApVZe,NULL
Albeae,Oat milk
lNlkMX,Whole milk
OABMVa,NULL
XeBP2z,NULL
eBxWpl,Skim milk
EPb7gB,NULL
RzBy2K,NULL
1r2oBg,NULL
GrBAjZ,NULL
KMBKaD,NULL
ZdRrQV,Half and half
1r2oRg,NULL
kYRBkZ,NULL
oAVLzb,NULL
aBrqzZ,Oat milk
rlrMvX,NULL
EPb76l,NULL
24xGDM,NULL
7d9rPa,Whole milk
DVv69R,NULL
42NVdA,Oat milk
g5N6OP,NULL
J2kvZR,NULL
RzBylj,Coffee creamer
qbE1zO,Half and half
jB9AEQ,NULL
xdN5ov,NULL
9dJja5,NULL
EPb7N2,NULL
kYRBQe,NULL
24xGVD,Whole milk
VZ1O46,NULL
PABJee,NULL
eBxWYQ,Half and half
qbE1NO,NULL
oAVLaP,NULL
LdMLgl,NULL
ylq5zd,NULL
NAB1EO,NULL
7d9rj0,Whole milk
7d9rj0,Skim milk
ZdRrKB,NULL
xdN56d,Oat milk
rlrMg2,Half and half
qbE1pg,Oat milk
qbE1pg,Almond milk
pLPpXJ,NULL
xdN5vk,NULL
vNx5a0,NULL
LdML6J,NULL
bl4QML,NULL
6dQEyJ,Whole milk
6dQEyJ,Half and half
xdN5L5,NULL
OABMra,NULL
jB9AgQ,NULL
EPb7AB,NULL
GrBAQO,NULL
lNlk9v,NULL
eBxWox,NULL
VZ1OyM,Coffee creamer
KMBKNV,NULL
OABMyY,NULL
WApVjR,Whole milk
OABMKR,NULL
YZzlyW,NULL
BGbWVK,Oat milk
XeBPyL,NULL
VZ1OBg,NULL
1r2ox1,Whole milk
LdMLVl,NULL
oAVLQO,NULL
pLPpNJ,NULL
eBxWPk,NULL
VZ1Oxj,NULL
zKQ54R,NULL
Albeyl,NULL
eBxWyl,Whole milk
rlrM1R,Half and half
24xGZD,NULL
